Unnamed: 0,id_zona,id_producto,venta_digital,dia,id_tienda,inventario,inventario_digital
1152469,1137,566,0,5,12,-1,-1
1153483,1138,566,0,5,12,-1,-1
1154497,1139,566,0,5,12,-1,-1
1155511,1140,566,0,5,12,-1,-1
1180861,1165,566,0,5,12,-1,-1
1181875,1166,566,0,5,12,-1,-1
1182889,1167,566,0,5,12,-1,-1
1183903,1168,566,0,5,12,-1,-1
1184917,1169,566,0,5,12,-1,-1
1185931,1170,566,0,5,12,-1,-1
1211281,1195,566,0,5,12,-1,-1
1212295,1196,566,0,5,12,-1,-1
1213309,1197,566,0,5,12,-1,-1
1214323,1198,566,0,5,12,-1,-1
1215337,1199,566,0,5,12,-1,-1
1216351,1200,566,0,5,12,-1,-1
1242715,1226,566,0,5,12,-1,-1
1243729,1227,566,0,5,12,-1,-1
1244743,1228,566,0,5,12,-1,-1
1245757,1229,566,0,5,12,-1,-1
1246771,1230,566,0,5,12,-1,-1
1274149,1257,566,0,5,12,-1,-1
1275163,1258,566,0,5,12,-1,-1
1276177,1259,566,0,5,12,-1,-1
1277191,1260,566,0,5,12,-1,-1
118,1,119,0,10,6,-1,-1
1132,2,119,0,10,6,-1,-1
2146,3,119,0,10,6,-1,-1
3160,4,119,0,10,6,-1,-1
4174,5,119,0,10,6,-1,-1
5188,6,119,0,10,6,-1,-1
6202,7,119,0,10,6,-1,-1
7216,8,119,0,10,6,-1,-1
8230,9,119,0,10,6,-1,-1
9244,10,119,0,10,6,-1,-1
10258,11,119,0,10,6,-1,-1
11272,12,119,0,10,6,-1,-1
12286,13,119,0,10,6,-1,-1
13300,14,119,0,10,6,-1,-1
14314,15,119,0,10,6,-1,-1
15328,16,119,0,10,6,-1,-1
30538,31,119,0,10,6,-1,-1
31552,32,119,0,10,6,-1,-1
32566,33,119,0,10,6,-1,-1
33580,34,119,0,10,6,-1,-1
34594,35,119,0,10,6,-1,-1
35608,36,119,0,10,6,-1,-1
36622,37,119,0,10,6,-1,-1
37636,38,119,0,10,6,-1,-1
38650,39,119,0,10,6,-1,-1
39664,40,119,0,10,6,-1,-1
40678,41,119,0,10,6,-1,-1
41692,42,119,0,10,6,-1,-1
42706,43,119,0,10,6,-1,-1
43720,44,119,0,10,6,-1,-1
44734,45,119,0,10,6,-1,-1
60958,61,119,0,10,6,-1,-1
61972,62,119,0,10,6,-1,-1
62986,63,119,0,10,6,-1,-1
64000,64,119,0,10,6,-1,-1
65014,65,119,0,10,6,-1,-1
66028,66,119,0,10,6,-1,-1
67042,67,119,0,10,6,-1,-1
68056,68,119,0,10,6,-1,-1
69070,69,119,0,10,6,-1,-1
70084,70,119,0,10,6,-1,-1
71098,71,119,0,10,6,-1,-1
72112,72,119,0,10,6,-1,-1
73126,73,119,0,10,6,-1,-1
74140,74,119,0,10,6,-1,-1
75154,75,119,0,10,6,-1,-1
91378,91,119,0,10,6,-1,-1
92392,92,119,0,10,6,-1,-1
93406,93,119,0,10,6,-1,-1
94420,94,119,0,10,6,-1,-1
95434,95,119,0,10,6,-1,-1
96448,96,119,0,10,6,-1,-1
97462,97,119,0,10,6,-1,-1
98476,98,119,0,10,6,-1,-1
99490,99,119,0,10,6,-1,-1
100504,100,119,0,10,6,-1,-1
101518,101,119,0,10,6,-1,-1
102532,102,119,0,10,6,-1,-1
103546,103,119,0,10,6,-1,-1
104560,104,119,0,10,6,-1,-1
121798,121,119,0,10,6,-1,-1
122812,122,119,0,10,6,-1,-1
123826,123,119,0,10,6,-1,-1
124840,124,119,0,10,6,-1,-1
125854,125,119,0,10,6,-1,-1
126868,126,119,0,10,6,-1,-1
127882,127,119,0,10,6,-1,-1
128896,128,119,0,10,6,-1,-1
129910,129,119,0,10,6,-1,-1
130924,130,119,0,10,6,-1,-1
131938,131,119,0,10,6,-1,-1
132952,132,119,0,10,6,-1,-1
133966,133,119,0,10,6,-1,-1
134980,134,119,0,10,6,-1,-1
152218,151,119,0,10,6,-1,-1
153232,152,119,0,10,6,-1,-1
154246,153,119,0,10,6,-1,-1
155260,154,119,0,10,6,-1,-1
156274,155,119,0,10,6,-1,-1
157288,156,119,0,10,6,-1,-1
158302,157,119,0,10,6,-1,-1
159316,158,119,0,10,6,-1,-1
160330,159,119,0,10,6,-1,-1
161344,160,119,0,10,6,-1,-1
162358,161,119,0,10,6,-1,-1
163372,162,119,0,10,6,-1,-1
164386,163,119,0,10,6,-1,-1
182638,181,119,0,10,6,-1,-1
183652,182,119,0,10,6,-1,-1
184666,183,119,0,10,6,-1,-1
185680,184,119,0,10,6,-1,-1
186694,185,119,0,10,6,-1,-1
187708,186,119,0,10,6,-1,-1
188722,187,119,0,10,6,-1,-1
189736,188,119,0,10,6,-1,-1
190750,189,119,0,10,6,-1,-1
191764,190,119,0,10,6,-1,-1
192778,191,119,0,10,6,-1,-1
193792,192,119,0,10,6,-1,-1
213058,211,119,0,10,6,-1,-1
214072,212,119,0,10,6,-1,-1
215086,213,119,0,10,6,-1,-1
216100,214,119,0,10,6,-1,-1
217114,215,119,0,10,6,-1,-1
218128,216,119,0,10,6,-1,-1
219142,217,119,0,10,6,-1,-1
220156,218,119,0,10,6,-1,-1
221170,219,119,0,10,6,-1,-1
222184,220,119,0,10,6,-1,-1
223198,221,119,0,10,6,-1,-1
224212,222,119,0,10,6,-1,-1
243478,241,119,0,10,6,-1,-1
244492,242,119,0,10,6,-1,-1
245506,243,119,0,10,6,-1,-1
246520,244,119,0,10,6,-1,-1
247534,245,119,0,10,6,-1,-1
248548,246,119,0,10,6,-1,-1
249562,247,119,0,10,6,-1,-1
250576,248,119,0,10,6,-1,-1
251590,249,119,0,10,6,-1,-1
252604,250,119,0,10,6,-1,-1
253618,251,119,0,10,6,-1,-1
273898,271,119,0,10,6,-1,-1
274912,272,119,0,10,6,-1,-1
275926,273,119,0,10,6,-1,-1
276940,274,119,0,10,6,-1,-1
277954,275,119,0,10,6,-1,-1
278968,276,119,0,10,6,-1,-1
279982,277,119,0,10,6,-1,-1
280996,278,119,0,10,6,-1,-1
282010,279,119,0,10,6,-1,-1
283024,280,119,0,10,6,-1,-1
284038,281,119,0,10,6,-1,-1
304318,301,119,0,10,6,-1,-1
305332,302,119,0,10,6,-1,-1
306346,303,119,0,10,6,-1,-1
307360,304,119,0,10,6,-1,-1
308374,305,119,0,10,6,-1,-1
309388,306,119,0,10,6,-1,-1
310402,307,119,0,10,6,-1,-1
311416,308,119,0,10,6,-1,-1
312430,309,119,0,10,6,-1,-1
313444,310,119,0,10,6,-1,-1
334738,331,119,0,10,6,-1,-1
335752,332,119,0,10,6,-1,-1
336766,333,119,0,10,6,-1,-1
337780,334,119,0,10,6,-1,-1
338794,335,119,0,10,6,-1,-1
339808,336,119,0,10,6,-1,-1
340822,337,119,0,10,6,-1,-1
341836,338,119,0,10,6,-1,-1
342850,339,119,0,10,6,-1,-1
365158,361,119,0,10,6,-1,-1
366172,362,119,0,10,6,-1,-1
367186,363,119,0,10,6,-1,-1
368200,364,119,0,10,6,-1,-1
369214,365,119,0,10,6,-1,-1
370228,366,119,0,10,6,-1,-1
371242,367,119,0,10,6,-1,-1
372256,368,119,0,10,6,-1,-1
373270,369,119,0,10,6,-1,-1
395578,391,119,0,10,6,-1,-1
396592,392,119,0,10,6,-1,-1
397606,393,119,0,10,6,-1,-1
398620,394,119,0,10,6,-1,-1
399634,395,119,0,10,6,-1,-1
400648,396,119,0,10,6,-1,-1
401662,397,119,0,10,6,-1,-1
402676,398,119,0,10,6,-1,-1
425998,421,119,0,10,6,-1,-1
427012,422,119,0,10,6,-1,-1
428026,423,119,0,10,6,-1,-1
429040,424,119,0,10,6,-1,-1
430054,425,119,0,10,6,-1,-1
431068,426,119,0,10,6,-1,-1
432082,427,119,0,10,6,-1,-1
433096,428,119,0,10,6,-1,-1
456418,451,119,0,10,6,-1,-1
457432,452,119,0,10,6,-1,-1
458446,453,119,0,10,6,-1,-1
459460,454,119,0,10,6,-1,-1
460474,455,119,0,10,6,-1,-1
461488,456,119,0,10,6,-1,-1
462502,457,119,0,10,6,-1,-1
486838,481,119,0,10,6,-1,-1
487852,482,119,0,10,6,-1,-1
488866,483,119,0,10,6,-1,-1
489880,484,119,0,10,6,-1,-1
517258,511,119,0,10,6,-1,-1
1305286,1288,269,0,10,2,-1,-1
1306300,1289,269,0,10,2,-1,-1
1307314,1290,269,0,10,2,-1,-1
1334692,1317,269,0,10,2,-1,-1
1335706,1318,269,0,10,2,-1,-1
1336720,1319,269,0,10,2,-1,-1
1337734,1320,269,0,10,2,-1,-1
1365112,1347,269,0,10,2,-1,-1
1366126,1348,269,0,10,2,-1,-1
1367140,1349,269,0,10,2,-1,-1
1368154,1350,269,0,10,2,-1,-1
1395532,1377,269,0,10,2,-1,-1
1396546,1378,269,0,10,2,-1,-1
1397560,1379,269,0,10,2,-1,-1
1398574,1380,269,0,10,2,-1,-1
1425952,1407,269,0,10,2,-1,-1
1426966,1408,269,0,10,2,-1,-1
1427980,1409,269,0,10,2,-1,-1
1428994,1410,269,0,10,2,-1,-1
1457386,1438,269,0,10,2,-1,-1
1458400,1439,269,0,10,2,-1,-1
1459414,1440,269,0,10,2,-1,-1
1487806,1468,269,0,10,2,-1,-1
1488820,1469,269,0,10,2,-1,-1
1489834,1470,269,0,10,2,-1,-1
1518226,1498,269,0,10,2,-1,-1
1519240,1499,269,0,10,2,-1,-1
1520254,1500,269,0,10,2,-1,-1
1548646,1528,269,0,10,2,-1,-1
1549660,1529,269,0,10,2,-1,-1
1550674,1530,269,0,10,2,-1,-1
1579066,1558,269,0,10,2,-1,-1
1580080,1559,269,0,10,2,-1,-1
1581094,1560,269,0,10,2,-1,-1
1610500,1589,269,0,10,2,-1,-1
1611514,1590,269,0,10,2,-1,-1
875647,864,566,0,20,17,-1,-1
905053,893,566,0,20,17,-1,-1
906067,894,566,0,20,17,-1,-1
934459,922,566,0,20,17,-1,-1
935473,923,566,0,20,17,-1,-1
936487,924,566,0,20,17,-1,-1
963865,951,566,0,20,17,-1,-1
964879,952,566,0,20,17,-1,-1
965893,953,566,0,20,17,-1,-1
966907,954,566,0,20,17,-1,-1
993271,980,566,0,20,17,-1,-1
994285,981,566,0,20,17,-1,-1
995299,982,566,0,20,17,-1,-1
996313,983,566,0,20,17,-1,-1
997327,984,566,0,20,17,-1,-1
1022677,1009,566,0,20,17,-1,-1
1023691,1010,566,0,20,17,-1,-1
1024705,1011,566,0,20,17,-1,-1
1025719,1012,566,0,20,17,-1,-1
1026733,1013,566,0,20,17,-1,-1
1027747,1014,566,0,20,17,-1,-1
1052083,1038,566,0,20,17,-1,-1
1053097,1039,566,0,20,17,-1,-1
1054111,1040,566,0,20,17,-1,-1
1055125,1041,566,0,20,17,-1,-1
1056139,1042,566,0,20,17,-1,-1
1057153,1043,566,0,20,17,-1,-1
1058167,1044,566,0,20,17,-1,-1
1081489,1067,566,0,20,17,-1,-1
1082503,1068,566,0,20,17,-1,-1
1083517,1069,566,0,20,17,-1,-1
1084531,1070,566,0,20,17,-1,-1
1085545,1071,566,0,20,17,-1,-1
1086559,1072,566,0,20,17,-1,-1
1087573,1073,566,0,20,17,-1,-1
1088587,1074,566,0,20,17,-1,-1
1110895,1096,566,0,20,17,-1,-1
1111909,1097,566,0,20,17,-1,-1
1112923,1098,566,0,20,17,-1,-1
1113937,1099,566,0,20,17,-1,-1
1114951,1100,566,0,20,17,-1,-1
1115965,1101,566,0,20,17,-1,-1
1116979,1102,566,0,20,17,-1,-1
1117993,1103,566,0,20,17,-1,-1
1119007,1104,566,0,20,17,-1,-1
1140301,1125,566,0,20,17,-1,-1
1141315,1126,566,0,20,17,-1,-1
1142329,1127,566,0,20,17,-1,-1
1143343,1128,566,0,20,17,-1,-1
1144357,1129,566,0,20,17,-1,-1
1145371,1130,566,0,20,17,-1,-1
1146385,1131,566,0,20,17,-1,-1
1147399,1132,566,0,20,17,-1,-1
1148413,1133,566,0,20,17,-1,-1
1149427,1134,566,0,20,17,-1,-1
1169707,1154,566,0,20,17,-1,-1
1170721,1155,566,0,20,17,-1,-1
1171735,1156,566,0,20,17,-1,-1
1172749,1157,566,0,20,17,-1,-1
1173763,1158,566,0,20,17,-1,-1
1174777,1159,566,0,20,17,-1,-1
1175791,1160,566,0,20,17,-1,-1
1176805,1161,566,0,20,17,-1,-1
1177819,1162,566,0,20,17,-1,-1
1178833,1163,566,0,20,17,-1,-1
1179847,1164,566,0,20,17,-1,-1
1200127,1184,566,0,20,17,-1,-1
1201141,1185,566,0,20,17,-1,-1
1202155,1186,566,0,20,17,-1,-1
1203169,1187,566,0,20,17,-1,-1
1204183,1188,566,0,20,17,-1,-1
1205197,1189,566,0,20,17,-1,-1
1206211,1190,566,0,20,17,-1,-1
1207225,1191,566,0,20,17,-1,-1
1208239,1192,566,0,20,17,-1,-1
1209253,1193,566,0,20,17,-1,-1
1210267,1194,566,0,20,17,-1,-1
1230547,1214,566,0,20,17,-1,-1
1231561,1215,566,0,20,17,-1,-1
1232575,1216,566,0,20,17,-1,-1
1233589,1217,566,0,20,17,-1,-1
1234603,1218,566,0,20,17,-1,-1
1235617,1219,566,0,20,17,-1,-1
1236631,1220,566,0,20,17,-1,-1
1237645,1221,566,0,20,17,-1,-1
1238659,1222,566,0,20,17,-1,-1
1239673,1223,566,0,20,17,-1,-1
1260967,1244,566,0,20,17,-1,-1
1261981,1245,566,0,20,17,-1,-1
1262995,1246,566,0,20,17,-1,-1
1264009,1247,566,0,20,17,-1,-1
1265023,1248,566,0,20,17,-1,-1
1266037,1249,566,0,20,17,-1,-1
1267051,1250,566,0,20,17,-1,-1
1291387,1274,566,0,20,17,-1,-1
1292401,1275,566,0,20,17,-1,-1
1293415,1276,566,0,20,17,-1,-1
1294429,1277,566,0,20,17,-1,-1
1424938,1406,269,0,20,13,-2,-2
1454344,1435,269,0,20,13,-2,-2
1455358,1436,269,0,20,13,-2,-2
1456372,1437,269,0,20,13,-2,-2
1483750,1464,269,0,20,13,-2,-2
1484764,1465,269,0,20,13,-2,-2
1485778,1466,269,0,20,13,-2,-2
1486792,1467,269,0,20,13,-2,-2
1513156,1493,269,0,20,13,-2,-2
1514170,1494,269,0,20,13,-2,-2
1515184,1495,269,0,20,13,-2,-2
1516198,1496,269,0,20,13,-2,-2
1517212,1497,269,0,20,13,-2,-2
1542562,1522,269,0,20,13,-2,-2
1543576,1523,269,0,20,13,-2,-2
1544590,1524,269,0,20,13,-2,-2
1545604,1525,269,0,20,13,-2,-2
1546618,1526,269,0,20,13,-2,-2
1547632,1527,269,0,20,13,-2,-2
1571968,1551,269,0,20,13,-2,-2
1572982,1552,269,0,20,13,-2,-2
1573996,1553,269,0,20,13,-2,-2
1575010,1554,269,0,20,13,-2,-2
1576024,1555,269,0,20,13,-2,-2
1577038,1556,269,0,20,13,-2,-2
1578052,1557,269,0,20,13,-2,-2
1603402,1582,269,0,20,13,-2,-2
1604416,1583,269,0,20,13,-2,-2
1605430,1584,269,0,20,13,-2,-2
1606444,1585,269,0,20,13,-2,-2
1607458,1586,269,0,20,13,-2,-2
1608472,1587,269,0,20,13,-2,-2
1609486,1588,269,0,20,13,-2,-2
1633822,1612,269,0,20,13,-2,-2
1634836,1613,269,0,20,13,-2,-2
1635850,1614,269,0,20,13,-2,-2
1636864,1615,269,0,20,13,-2,-2
1637878,1616,269,0,20,13,-2,-2
1638892,1617,269,0,20,13,-2,-2
1665256,1643,269,0,20,13,-2,-2
1666270,1644,269,0,20,13,-2,-2
1667284,1645,269,0,20,13,-2,-2
1668298,1646,269,0,20,13,-2,-2
1696690,1674,269,0,20,13,-2,-2
1697704,1675,269,0,20,13,-2,-2
852325,841,566,0,23,16,-1,-1
853339,842,566,0,23,16,-1,-1
882745,871,566,0,23,16,-1,-1
883759,872,566,0,23,16,-1,-1
884773,873,566,0,23,16,-1,-1
885787,874,566,0,23,16,-1,-1
913165,901,566,0,23,16,-1,-1
914179,902,566,0,23,16,-1,-1
915193,903,566,0,23,16,-1,-1
916207,904,566,0,23,16,-1,-1
917221,905,566,0,23,16,-1,-1
918235,906,566,0,23,16,-1,-1
943585,931,566,0,23,16,-1,-1
944599,932,566,0,23,16,-1,-1
945613,933,566,0,23,16,-1,-1
946627,934,566,0,23,16,-1,-1
947641,935,566,0,23,16,-1,-1
948655,936,566,0,23,16,-1,-1
949669,937,566,0,23,16,-1,-1
950683,938,566,0,23,16,-1,-1
951697,939,566,0,23,16,-1,-1
975019,962,566,0,23,16,-1,-1
976033,963,566,0,23,16,-1,-1
977047,964,566,0,23,16,-1,-1
978061,965,566,0,23,16,-1,-1
979075,966,566,0,23,16,-1,-1
980089,967,566,0,23,16,-1,-1
981103,968,566,0,23,16,-1,-1
982117,969,566,0,23,16,-1,-1
983131,970,566,0,23,16,-1,-1
984145,971,566,0,23,16,-1,-1
1006453,993,566,0,23,16,-1,-1
1007467,994,566,0,23,16,-1,-1
1008481,995,566,0,23,16,-1,-1
1009495,996,566,0,23,16,-1,-1
1010509,997,566,0,23,16,-1,-1
1011523,998,566,0,23,16,-1,-1
1012537,999,566,0,23,16,-1,-1
1013551,1000,566,0,23,16,-1,-1
1014565,1001,566,0,23,16,-1,-1
1037887,1024,566,0,23,16,-1,-1
1038901,1025,566,0,23,16,-1,-1
1039915,1026,566,0,23,16,-1,-1
1040929,1027,566,0,23,16,-1,-1
1041943,1028,566,0,23,16,-1,-1
1042957,1029,566,0,23,16,-1,-1
1043971,1030,566,0,23,16,-1,-1
1044985,1031,566,0,23,16,-1,-1
1045999,1032,566,0,23,16,-1,-1
1068307,1054,566,0,23,16,-1,-1
1069321,1055,566,0,23,16,-1,-1
1070335,1056,566,0,23,16,-1,-1
1071349,1057,566,0,23,16,-1,-1
1072363,1058,566,0,23,16,-1,-1
1073377,1059,566,0,23,16,-1,-1
1074391,1060,566,0,23,16,-1,-1
1075405,1061,566,0,23,16,-1,-1
1076419,1062,566,0,23,16,-1,-1
1099741,1085,566,0,23,16,-1,-1
1100755,1086,566,0,23,16,-1,-1
1101769,1087,566,0,23,16,-1,-1
1102783,1088,566,0,23,16,-1,-1
1103797,1089,566,0,23,16,-1,-1
1104811,1090,566,0,23,16,-1,-1
1105825,1091,566,0,23,16,-1,-1
1106839,1092,566,0,23,16,-1,-1
1107853,1093,566,0,23,16,-1,-1
1131175,1116,566,0,23,16,-1,-1
1132189,1117,566,0,23,16,-1,-1
1133203,1118,566,0,23,16,-1,-1
1134217,1119,566,0,23,16,-1,-1
1135231,1120,566,0,23,16,-1,-1
1136245,1121,566,0,23,16,-1,-1
1137259,1122,566,0,23,16,-1,-1
1138273,1123,566,0,23,16,-1,-1
1161595,1146,566,0,23,16,-1,-1
1162609,1147,566,0,23,16,-1,-1
1163623,1148,566,0,23,16,-1,-1
1164637,1149,566,0,23,16,-1,-1
1165651,1150,566,0,23,16,-1,-1
1166665,1151,566,0,23,16,-1,-1
1167679,1152,566,0,23,16,-1,-1
1168693,1153,566,0,23,16,-1,-1
1193029,1177,566,0,23,16,-1,-1
1194043,1178,566,0,23,16,-1,-1
1195057,1179,566,0,23,16,-1,-1
1196071,1180,566,0,23,16,-1,-1
1197085,1181,566,0,23,16,-1,-1
1198099,1182,566,0,23,16,-1,-1
1199113,1183,566,0,23,16,-1,-1
1224463,1208,566,0,23,16,-1,-1
1225477,1209,566,0,23,16,-1,-1
1226491,1210,566,0,23,16,-1,-1
1227505,1211,566,0,23,16,-1,-1
1228519,1212,566,0,23,16,-1,-1
1229533,1213,566,0,23,16,-1,-1
1255897,1239,566,0,23,16,-1,-1
1256911,1240,566,0,23,16,-1,-1
1257925,1241,566,0,23,16,-1,-1
1258939,1242,566,0,23,16,-1,-1
1259953,1243,566,0,23,16,-1,-1
1289359,1272,566,0,23,16,-1,-1
1290373,1273,566,0,23,16,-1,-1
852325,841,566,0,24,16,-2,-2
853339,842,566,0,24,16,-2,-2
882745,871,566,0,24,16,-2,-2
883759,872,566,0,24,16,-2,-2
884773,873,566,0,24,16,-2,-2
885787,874,566,0,24,16,-2,-2
913165,901,566,0,24,16,-2,-2
914179,902,566,0,24,16,-2,-2
915193,903,566,0,24,16,-2,-2
916207,904,566,0,24,16,-2,-2
917221,905,566,0,24,16,-2,-2
918235,906,566,0,24,16,-2,-2
943585,931,566,0,24,16,-2,-2
944599,932,566,0,24,16,-2,-2
945613,933,566,0,24,16,-2,-2
946627,934,566,0,24,16,-2,-2
947641,935,566,0,24,16,-2,-2
948655,936,566,0,24,16,-2,-2
949669,937,566,0,24,16,-2,-2
950683,938,566,0,24,16,-2,-2
951697,939,566,0,24,16,-2,-2
975019,962,566,0,24,16,-2,-2
976033,963,566,0,24,16,-2,-2
977047,964,566,0,24,16,-2,-2
978061,965,566,0,24,16,-2,-2
979075,966,566,0,24,16,-2,-2
980089,967,566,0,24,16,-2,-2
981103,968,566,0,24,16,-2,-2
982117,969,566,0,24,16,-2,-2
983131,970,566,0,24,16,-2,-2
984145,971,566,0,24,16,-2,-2
1006453,993,566,0,24,16,-2,-2
1007467,994,566,0,24,16,-2,-2
1008481,995,566,0,24,16,-2,-2
1009495,996,566,0,24,16,-2,-2
1010509,997,566,0,24,16,-2,-2
1011523,998,566,0,24,16,-2,-2
1012537,999,566,0,24,16,-2,-2
1013551,1000,566,0,24,16,-2,-2
1014565,1001,566,0,24,16,-2,-2
1037887,1024,566,0,24,16,-2,-2
1038901,1025,566,0,24,16,-2,-2
1039915,1026,566,0,24,16,-2,-2
1040929,1027,566,0,24,16,-2,-2
1041943,1028,566,0,24,16,-2,-2
1042957,1029,566,0,24,16,-2,-2
1043971,1030,566,0,24,16,-2,-2
1044985,1031,566,0,24,16,-2,-2
1045999,1032,566,0,24,16,-2,-2
1068307,1054,566,0,24,16,-2,-2
1069321,1055,566,0,24,16,-2,-2
1070335,1056,566,0,24,16,-2,-2
1071349,1057,566,0,24,16,-2,-2
1072363,1058,566,0,24,16,-2,-2
1073377,1059,566,0,24,16,-2,-2
1074391,1060,566,0,24,16,-2,-2
1075405,1061,566,0,24,16,-2,-2
1076419,1062,566,0,24,16,-2,-2
1099741,1085,566,0,24,16,-2,-2
1100755,1086,566,0,24,16,-2,-2
1101769,1087,566,0,24,16,-2,-2
1102783,1088,566,0,24,16,-2,-2
1103797,1089,566,0,24,16,-2,-2
1104811,1090,566,0,24,16,-2,-2
1105825,1091,566,0,24,16,-2,-2
1106839,1092,566,0,24,16,-2,-2
1107853,1093,566,0,24,16,-2,-2
1131175,1116,566,0,24,16,-2,-2
1132189,1117,566,0,24,16,-2,-2
1133203,1118,566,0,24,16,-2,-2
1134217,1119,566,0,24,16,-2,-2
1135231,1120,566,0,24,16,-2,-2
1136245,1121,566,0,24,16,-2,-2
1137259,1122,566,0,24,16,-2,-2
1138273,1123,566,0,24,16,-2,-2
1161595,1146,566,0,24,16,-2,-2
1162609,1147,566,0,24,16,-2,-2
1163623,1148,566,0,24,16,-2,-2
1164637,1149,566,0,24,16,-2,-2
1165651,1150,566,0,24,16,-2,-2
1166665,1151,566,0,24,16,-2,-2
1167679,1152,566,0,24,16,-2,-2
1168693,1153,566,0,24,16,-2,-2
1193029,1177,566,0,24,16,-2,-2
1194043,1178,566,0,24,16,-2,-2
1195057,1179,566,0,24,16,-2,-2
1196071,1180,566,0,24,16,-2,-2
1197085,1181,566,0,24,16,-2,-2
1198099,1182,566,0,24,16,-2,-2
1199113,1183,566,0,24,16,-2,-2
1224463,1208,566,0,24,16,-2,-2
1225477,1209,566,0,24,16,-2,-2
1226491,1210,566,0,24,16,-2,-2
1227505,1211,566,0,24,16,-2,-2
1228519,1212,566,0,24,16,-2,-2
1229533,1213,566,0,24,16,-2,-2
1255897,1239,566,0,24,16,-2,-2
1256911,1240,566,0,24,16,-2,-2
1257925,1241,566,0,24,16,-2,-2
1258939,1242,566,0,24,16,-2,-2
1259953,1243,566,0,24,16,-2,-2
1289359,1272,566,0,24,16,-2,-2
1290373,1273,566,0,24,16,-2,-2
491044,485,269,0,25,11,-1,-1
492058,486,269,0,25,11,-1,-1
493072,487,269,0,25,11,-1,-1
494086,488,269,0,25,11,-1,-1
518422,512,269,0,25,11,-1,-1
519436,513,269,0,25,11,-1,-1
520450,514,269,0,25,11,-1,-1
521464,515,269,0,25,11,-1,-1
522478,516,269,0,25,11,-1,-1
523492,517,269,0,25,11,-1,-1
524506,518,269,0,25,11,-1,-1
525520,519,269,0,25,11,-1,-1
526534,520,269,0,25,11,-1,-1
547828,541,269,0,25,11,-1,-1
548842,542,269,0,25,11,-1,-1
549856,543,269,0,25,11,-1,-1
550870,544,269,0,25,11,-1,-1
551884,545,269,0,25,11,-1,-1
552898,546,269,0,25,11,-1,-1
553912,547,269,0,25,11,-1,-1
554926,548,269,0,25,11,-1,-1
555940,549,269,0,25,11,-1,-1
556954,550,269,0,25,11,-1,-1
557968,551,269,0,25,11,-1,-1
558982,552,269,0,25,11,-1,-1
578248,571,269,0,25,11,-1,-1
579262,572,269,0,25,11,-1,-1
580276,573,269,0,25,11,-1,-1
581290,574,269,0,25,11,-1,-1
582304,575,269,0,25,11,-1,-1
583318,576,269,0,25,11,-1,-1
584332,577,269,0,25,11,-1,-1
585346,578,269,0,25,11,-1,-1
586360,579,269,0,25,11,-1,-1
587374,580,269,0,25,11,-1,-1
588388,581,269,0,25,11,-1,-1
589402,582,269,0,25,11,-1,-1
